genotype,pop,timepoint,replicate,initial_temp,date,tray,control_ave,survival_drop,survival_drop_normalised
mX,3,2,19,4.9,27.02.2024,B,57.151455026455025,77.77777777777779,1.3609063451101109
mX,3,2,20,4.9,27.02.2024,B,57.151455026455025,60,1.049842037656371
mX,3,2,21,4.9,27.02.2024,B,57.151455026455025,80,1.3997893835418282
mX,3,2,22,4.9,27.02.2024,B,57.151455026455025,55.55555555555556,0.9720759607929363
mX,3,2,23,4.9,27.02.2024,B,57.151455026455025,70,1.2248157105990998
mX,3,2,24,4.9,27.02.2024,B,57.151455026455025,40,0.6998946917709141
mX,3,2,25,NA,27.02.2024,D,57.151455026455025,80,1.3997893835418282
mX,3,2,26,4.9,27.02.2024,D,57.151455026455025,88.88888888888889,1.555321537268698
mX,3,2,27,4.9,27.02.2024,D,57.151455026455025,70,1.2248157105990998
mX,3,2,28,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,3,2,29,4.9,27.02.2024,D,57.151455026455025,44.44444444444444,0.777660768634349
mX,3,2,30,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,3,3,1,5.2,11.06.2024,B,71.61111111111111,60,0.8378588052754072
mX,3,3,2,5.2,11.06.2024,B,71.61111111111111,90,1.256788207913111
mX,3,3,3,5.2,11.06.2024,B,71.61111111111111,70,0.9775019394879751
mX,3,3,4,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,3,3,5,5.2,11.06.2024,B,71.61111111111111,66.66666666666666,0.9309542280837857
mX,3,3,6,5.2,11.06.2024,B,71.61111111111111,100,1.3964313421256787
mX,3,3,7,5.2,11.06.2024,B,71.61111111111111,60,0.8378588052754072
mX,3,3,8,5.2,11.06.2024,B,71.61111111111111,90,1.256788207913111
mX,3,3,9,5.2,11.06.2024,B,71.61111111111111,88.88888888888889,1.2412723041117144
mX,3,3,10,5.2,11.06.2024,B,71.61111111111111,87.5,1.2218774243599688
mX,3,3,11,5.2,11.06.2024,B,71.61111111111111,70,0.9775019394879751
mX,3,3,12,5.2,11.06.2024,B,71.61111111111111,90,1.256788207913111
mX,3,3,13,5.2,11.06.2024,B,71.61111111111111,60,0.8378588052754072
mX,3,3,14,5.2,11.06.2024,B,71.61111111111111,100,1.3964313421256787
mX,3,3,15,5.2,11.06.2024,B,71.61111111111111,40,0.5585725368502715
mX,3,3,16,5.2,11.06.2024,D,71.61111111111111,60,0.8378588052754072
mX,3,3,17,5.2,11.06.2024,D,71.61111111111111,80,1.117145073700543
mX,3,3,18,5.2,11.06.2024,D,71.61111111111111,66.66666666666666,0.9309542280837857
mX,3,3,19,5.2,11.06.2024,D,71.61111111111111,70,0.9775019394879751
mX,3,3,20,5.2,11.06.2024,D,71.61111111111111,88.88888888888889,1.2412723041117144
mX,3,3,21,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,3,3,22,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,3,3,23,5.2,11.06.2024,C,71.61111111111111,75,1.047323506594259
mX,3,3,24,5.2,11.06.2024,C,71.61111111111111,50,0.6982156710628393
mX,3,3,25,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,3,3,26,5.2,11.06.2024,C,71.61111111111111,100,1.3964313421256787
mX,3,3,27,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,3,3,28,5.2,11.06.2024,C,71.61111111111111,50,0.6982156710628393
mX,3,3,29,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,3,3,30,5.2,11.06.2024,C,71.61111111111111,75,1.047323506594259
mX,3,4,1,5.3,17.09.2024,D,46.18981481481482,70,1.5154856169189135
mX,3,4,2,5.3,17.09.2024,D,46.18981481481482,NA,NA
mX,3,4,3,5.3,17.09.2024,D,46.18981481481482,50,1.0824897263706525
mX,3,4,4,5.3,17.09.2024,D,46.18981481481482,30,0.6494938358223915
mX,3,4,5,5.3,17.09.2024,D,46.18981481481482,70,1.5154856169189135
mX,3,4,6,5.3,17.09.2024,D,46.18981481481482,40,0.865991781096522
mX,3,4,7,5.3,17.09.2024,D,46.18981481481482,33.33333333333333,0.7216598175804348
mX,3,4,8,5.3,17.09.2024,D,46.18981481481482,NA,NA
mX,3,4,9,5.3,17.09.2024,D,46.18981481481482,50,1.0824897263706525
mX,3,4,10,5.3,17.09.2024,D,46.18981481481482,50,1.0824897263706525
mX,3,4,11,5.3,17.09.2024,C,46.18981481481482,42.857142857142854,0.9278483368891306
mX,3,4,12,5.3,17.09.2024,C,46.18981481481482,30,0.6494938358223915
mX,3,4,13,5.3,17.09.2024,C,46.18981481481482,30,0.6494938358223915
mX,3,4,14,5.3,17.09.2024,C,46.18981481481482,40,0.865991781096522
mX,3,4,15,5.3,17.09.2024,C,46.18981481481482,66.66666666666666,1.4433196351608697
mX,3,4,16,5.3,17.09.2024,A,46.18981481481482,50,1.0824897263706525
mX,3,4,17,5.3,17.09.2024,A,46.18981481481482,37.5,0.8118672947779894
mX,3,4,18,5.3,17.09.2024,A,46.18981481481482,70,1.5154856169189135
mX,3,4,19,5.3,17.09.2024,A,46.18981481481482,44.44444444444444,0.9622130901072466
mX,3,4,20,5.3,17.09.2024,A,46.18981481481482,50,1.0824897263706525
mX,3,4,21,5.3,17.09.2024,C,46.18981481481482,62.5,1.3531121579633156
mX,3,4,22,5.3,17.09.2024,C,46.18981481481482,30,0.6494938358223915
mX,3,4,23,5.3,17.09.2024,C,46.18981481481482,70,1.5154856169189135
mX,3,4,24,5.3,17.09.2024,C,46.18981481481482,50,1.0824897263706525
mX,3,4,25,5.3,17.09.2024,C,46.18981481481482,30,0.6494938358223915
mX,3,4,26,5.3,17.09.2024,A,46.18981481481482,60,1.298987671644783
mX,3,4,27,5.3,17.09.2024,A,46.18981481481482,62.5,1.3531121579633156
mX,3,4,28,5.3,17.09.2024,A,46.18981481481482,66.66666666666666,1.4433196351608697
mX,3,4,29,5.3,17.09.2024,A,46.18981481481482,60,1.298987671644783
mX,3,4,30,5.3,17.09.2024,A,46.18981481481482,60,1.298987671644783
mX,3,5,1,NA,04.03.2025,NA,73.26112313612313,70,0.9554863071091091
mX,3,5,2,NA,04.03.2025,NA,73.26112313612313,20,0.27299608774545975
mX,3,5,3,NA,04.03.2025,NA,73.26112313612313,70,0.9554863071091091
mX,3,5,4,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,3,5,5,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,3,5,6,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,3,5,7,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,3,5,8,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,3,5,9,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,3,5,10,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,3,5,11,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,3,5,12,NA,04.03.2025,NA,73.26112313612313,62.5,0.8531127742045617
mX,3,5,13,NA,04.03.2025,NA,73.26112313612313,77.77777777777779,1.0616514523434546
mX,3,5,14,NA,04.03.2025,NA,73.26112313612313,55.55555555555556,0.7583224659596104
mX,3,5,15,NA,04.03.2025,NA,73.26112313612313,12.5,0.17062255484091232
mX,3,5,16,NA,04.03.2025,NA,73.26112313612313,80,1.091984350981839
mX,3,5,17,NA,04.03.2025,NA,73.26112313612313,70,0.9554863071091091
mX,3,5,18,NA,04.03.2025,NA,73.26112313612313,30,0.4094941316181896
mX,3,5,19,NA,04.03.2025,NA,73.26112313612313,90,1.2284823948545687
mX,3,5,20,NA,04.03.2025,NA,73.26112313612313,80,1.091984350981839
mX,3,5,21,NA,04.03.2025,NA,73.26112313612313,44.44444444444444,0.6066579727676883
mX,3,5,22,NA,04.03.2025,NA,73.26112313612313,80,1.091984350981839
mX,3,5,23,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,3,5,24,NA,04.03.2025,NA,73.26112313612313,80,1.091984350981839
mX,3,5,25,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,3,5,26,NA,04.03.2025,NA,73.26112313612313,22.22222222222222,0.30332898638384415
mX,3,5,27,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,3,5,28,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,3,5,29,NA,04.03.2025,NA,73.26112313612313,80,1.091984350981839
mX,3,5,30,NA,04.03.2025,NA,73.26112313612313,20,0.27299608774545975
mX,3,6,1,6.5,29.07.2025,C,85.82407407407408,100,1.1651742367029885
mX,3,6,2,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,3,6,3,6.5,29.07.2025,C,85.82407407407408,100,1.1651742367029885
mX,3,6,4,6.5,29.07.2025,C,85.82407407407408,90,1.0486568130326896
mX,3,6,5,6.5,29.07.2025,C,85.82407407407408,88.88888888888889,1.0357104326248785
mX,3,6,6,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,3,6,7,6.5,29.07.2025,D,85.82407407407408,90,1.0486568130326896
mX,3,6,8,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,3,6,9,6.5,29.07.2025,D,85.82407407407408,70,0.8156219656920919
mX,3,6,10,6.5,29.07.2025,D,85.82407407407408,70,0.8156219656920919
mX,3,6,11,6.5,29.07.2025,B,85.82407407407408,80,0.9321393893623907
mX,3,6,12,6.5,29.07.2025,B,85.82407407407408,77.77777777777779,0.9062466285467689
mX,3,6,13,6.5,29.07.2025,B,85.82407407407408,70,0.8156219656920919
mX,3,6,14,6.5,29.07.2025,B,85.82407407407408,77.77777777777779,0.9062466285467689
mX,3,6,15,6.5,29.07.2025,B,85.82407407407408,90,1.0486568130326896
mX,3,6,16,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,3,6,17,6.5,29.07.2025,C,85.82407407407408,90,1.0486568130326896
mX,3,6,18,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,3,6,19,6.5,29.07.2025,C,85.82407407407408,90,1.0486568130326896
mX,3,6,20,6.5,29.07.2025,C,85.82407407407408,90,1.0486568130326896
mX,3,6,21,6.5,29.07.2025,A,85.82407407407408,90,1.0486568130326896
mX,3,6,22,6.5,29.07.2025,A,85.82407407407408,90,1.0486568130326896
mX,3,6,23,6.5,29.07.2025,A,85.82407407407408,90,1.0486568130326896
mX,3,6,24,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,3,6,25,6.5,29.07.2025,A,85.82407407407408,60,0.6991045420217931
mX,3,6,26,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,3,6,27,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,3,6,28,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,3,6,29,6.5,29.07.2025,A,85.82407407407408,80,0.9321393893623907
mX,3,6,30,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,4,1,1,4.8,7.11.2023,D,20.20713083213083,60,2.969248850737165
mX,4,1,2,4.8,7.11.2023,D,20.20713083213083,36.36363636363637,1.7995447580225246
mX,4,1,3,4.8,7.11.2023,D,20.20713083213083,55.55555555555556,2.749304491423301
mX,4,1,4,4.8,7.11.2023,D,20.20713083213083,40,1.9794992338247768
mX,4,1,5,4.8,7.11.2023,D,20.20713083213083,33.33333333333333,1.6495826948539805
mX,4,1,6,4.8,7.11.2023,B,20.20713083213083,33.33333333333333,1.6495826948539805
mX,4,1,7,4.8,7.11.2023,B,20.20713083213083,50,2.474374042280971
mX,4,1,8,4.8,7.11.2023,B,20.20713083213083,40,1.9794992338247768
mX,4,1,9,4.8,7.11.2023,B,20.20713083213083,70,3.4641236591933593
mX,4,1,10,4.8,7.11.2023,B,20.20713083213083,80,3.9589984676495535
mX,4,1,11,4.8,7.11.2023,D,20.20713083213083,54.54545454545454,2.6993171370337863
mX,4,1,12,4.8,7.11.2023,D,20.20713083213083,22.22222222222222,1.0997217965693205
mX,4,1,13,4.8,7.11.2023,D,20.20713083213083,40,1.9794992338247768
mX,4,1,14,4.8,7.11.2023,D,20.20713083213083,40,1.9794992338247768
mX,4,1,15,4.8,7.11.2023,D,20.20713083213083,33.33333333333333,1.6495826948539805
mX,4,1,16,4.8,7.11.2023,A,20.20713083213083,57.14285714285714,2.8278560483211095
mX,4,1,17,4.8,7.11.2023,A,20.20713083213083,55.55555555555556,2.749304491423301
mX,4,1,18,4.8,7.11.2023,A,20.20713083213083,40,1.9794992338247768
mX,4,1,19,4.8,7.11.2023,A,20.20713083213083,60,2.969248850737165
mX,4,1,20,4.8,7.11.2023,A,20.20713083213083,60,2.969248850737165
mX,4,1,21,4.8,7.11.2023,B,20.20713083213083,44.44444444444444,2.199443593138641
mX,4,1,22,4.8,7.11.2023,B,20.20713083213083,30,1.4846244253685825
mX,4,1,23,4.8,7.11.2023,B,20.20713083213083,44.44444444444444,2.199443593138641
mX,4,1,24,4.8,7.11.2023,B,20.20713083213083,50,2.474374042280971
mX,4,1,25,4.8,7.11.2023,B,20.20713083213083,44.44444444444444,2.199443593138641
mX,4,1,26,4.8,7.11.2023,A,20.20713083213083,55.55555555555556,2.749304491423301
mX,4,1,27,4.8,7.11.2023,A,20.20713083213083,10,0.4948748084561942
mX,4,1,28,4.8,7.11.2023,A,20.20713083213083,33.33333333333333,1.6495826948539805
mX,4,1,29,4.8,7.11.2023,A,20.20713083213083,20,0.9897496169123884
mX,4,1,30,4.8,7.11.2023,A,20.20713083213083,20,0.9897496169123884
mX,4,2,1,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,2,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,2,3,4.9,27.02.2024,D,57.151455026455025,77.77777777777779,1.3609063451101109
mX,4,2,4,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,2,5,4.9,27.02.2024,D,57.151455026455025,70,1.2248157105990998
mX,4,2,6,4.9,27.02.2024,D,57.151455026455025,90,1.5747630564845567
mX,4,2,7,4.9,27.02.2024,B,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,8,4.9,27.02.2024,B,57.151455026455025,70,1.2248157105990998
mX,4,2,9,4.9,27.02.2024,B,57.151455026455025,100,1.7497367294272852
mX,4,2,10,4.9,27.02.2024,B,57.151455026455025,77.77777777777779,1.3609063451101109
mX,4,2,11,4.9,27.02.2024,B,57.151455026455025,100,1.7497367294272852
mX,4,2,12,4.9,27.02.2024,B,57.151455026455025,60,1.049842037656371
mX,4,2,13,4.9,27.02.2024,D,57.151455026455025,44.44444444444444,0.777660768634349
mX,4,2,14,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,15,4.9,27.02.2024,D,57.151455026455025,40,0.6998946917709141
mX,4,2,16,4.9,27.02.2024,D,57.151455026455025,90,1.5747630564845567
mX,4,2,17,4.9,27.02.2024,D,57.151455026455025,88.88888888888889,1.555321537268698
mX,4,2,18,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,19,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,2,20,4.9,27.02.2024,D,57.151455026455025,77.77777777777779,1.3609063451101109
mX,4,2,21,4.9,27.02.2024,D,57.151455026455025,50,0.8748683647136426
mX,4,2,22,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,23,4.9,27.02.2024,D,57.151455026455025,60,1.049842037656371
mX,4,2,24,4.9,27.02.2024,D,57.151455026455025,44.44444444444444,0.777660768634349
mX,4,2,25,4.9,27.02.2024,D,57.151455026455025,88.88888888888889,1.555321537268698
mX,4,2,26,4.9,27.02.2024,D,57.151455026455025,55.55555555555556,0.9720759607929363
mX,4,2,27,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,2,28,4.9,27.02.2024,D,57.151455026455025,28.57142857142857,0.4999247798363672
mX,4,2,29,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,2,30,4.9,27.02.2024,D,57.151455026455025,66.66666666666666,1.1664911529515234
mX,4,3,1,5.2,11.06.2024,C,71.61111111111111,40,0.5585725368502715
mX,4,3,2,5.2,11.06.2024,C,71.61111111111111,80,1.117145073700543
mX,4,3,3,5.2,11.06.2024,C,71.61111111111111,70,0.9775019394879751
mX,4,3,4,5.2,11.06.2024,C,71.61111111111111,30,0.4189294026377036
mX,4,3,5,5.2,11.06.2024,C,71.61111111111111,70,0.9775019394879751
mX,4,3,6,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,7,5.2,11.06.2024,B,71.61111111111111,60,0.8378588052754072
mX,4,3,8,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,9,5.2,11.06.2024,B,71.61111111111111,88.88888888888889,1.2412723041117144
mX,4,3,10,5.2,11.06.2024,B,71.61111111111111,60,0.8378588052754072
mX,4,3,11,5.2,11.06.2024,B,71.61111111111111,70,0.9775019394879751
mX,4,3,12,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,13,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,14,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,15,5.2,11.06.2024,B,71.61111111111111,62.5,0.8727695888285493
mX,4,3,16,5.2,11.06.2024,B,71.61111111111111,75,1.047323506594259
mX,4,3,17,5.2,11.06.2024,B,71.61111111111111,80,1.117145073700543
mX,4,3,18,5.2,11.06.2024,B,71.61111111111111,50,0.6982156710628393
mX,4,3,19,5.2,11.06.2024,B,71.61111111111111,88.88888888888889,1.2412723041117144
mX,4,3,20,5.2,11.06.2024,B,71.61111111111111,70,0.9775019394879751
mX,4,3,21,5.2,11.06.2024,A,71.61111111111111,90,1.256788207913111
mX,4,3,22,5.2,11.06.2024,A,71.61111111111111,80,1.117145073700543
mX,4,3,23,5.2,11.06.2024,A,71.61111111111111,60,0.8378588052754072
mX,4,3,24,5.2,11.06.2024,A,71.61111111111111,80,1.117145073700543
mX,4,3,25,5.2,11.06.2024,A,71.61111111111111,90,1.256788207913111
mX,4,3,26,5.2,11.06.2024,D,71.61111111111111,80,1.117145073700543
mX,4,3,27,5.2,11.06.2024,D,71.61111111111111,70,0.9775019394879751
mX,4,3,28,5.2,11.06.2024,D,71.61111111111111,80,1.117145073700543
mX,4,3,29,5.2,11.06.2024,D,71.61111111111111,80,1.117145073700543
mX,4,3,30,5.2,11.06.2024,D,71.61111111111111,88.88888888888889,1.2412723041117144
mX,4,4,1,5.3,17.09.2024,D,46.18981481481482,40,0.865991781096522
mX,4,4,2,5.3,17.09.2024,D,46.18981481481482,60,1.298987671644783
mX,4,4,3,5.3,17.09.2024,D,46.18981481481482,77.77777777777779,1.6838729076876817
mX,4,4,4,5.3,17.09.2024,D,46.18981481481482,50,1.0824897263706525
mX,4,4,5,5.3,17.09.2024,D,46.18981481481482,40,0.865991781096522
mX,4,4,6,5.3,17.09.2024,D,46.18981481481482,70,1.5154856169189135
mX,4,4,7,5.3,17.09.2024,D,46.18981481481482,33.33333333333333,0.7216598175804348
mX,4,4,8,5.3,17.09.2024,D,46.18981481481482,55.55555555555556,1.2027663626340583
mX,4,4,9,5.3,17.09.2024,D,46.18981481481482,55.55555555555556,1.2027663626340583
mX,4,4,10,5.3,17.09.2024,D,46.18981481481482,50,1.0824897263706525
mX,4,4,11,5.3,17.09.2024,C,46.18981481481482,55.55555555555556,1.2027663626340583
mX,4,4,12,5.3,17.09.2024,C,46.18981481481482,80,1.731983562193044
mX,4,4,13,5.3,17.09.2024,C,46.18981481481482,20,0.432995890548261
mX,4,4,14,5.3,17.09.2024,C,46.18981481481482,37.5,0.8118672947779894
mX,4,4,15,5.3,17.09.2024,C,46.18981481481482,33.33333333333333,0.7216598175804348
mX,4,4,16,5.3,17.09.2024,C,46.18981481481482,70,1.5154856169189135
mX,4,4,17,5.3,17.09.2024,C,46.18981481481482,60,1.298987671644783
mX,4,4,18,5.3,17.09.2024,C,46.18981481481482,70,1.5154856169189135
mX,4,4,19,5.3,17.09.2024,C,46.18981481481482,50,1.0824897263706525
mX,4,4,20,5.3,17.09.2024,C,46.18981481481482,60,1.298987671644783
mX,4,4,21,5.3,17.09.2024,A,46.18981481481482,20,0.432995890548261
mX,4,4,22,5.3,17.09.2024,A,46.18981481481482,30,0.6494938358223915
mX,4,4,23,5.3,17.09.2024,A,46.18981481481482,22.22222222222222,0.4811065450536233
mX,4,4,24,5.3,17.09.2024,A,46.18981481481482,40,0.865991781096522
mX,4,4,25,5.3,17.09.2024,A,46.18981481481482,66.66666666666666,1.4433196351608697
mX,4,4,26,5.3,17.09.2024,A,46.18981481481482,0,0
mX,4,4,27,5.3,17.09.2024,A,46.18981481481482,40,0.865991781096522
mX,4,4,28,5.3,17.09.2024,A,46.18981481481482,50,1.0824897263706525
mX,4,4,29,5.3,17.09.2024,A,46.18981481481482,20,0.432995890548261
mX,4,4,30,5.3,17.09.2024,A,46.18981481481482,75,1.6237345895559787
mX,4,5,1,NA,04.03.2025,NA,73.26112313612313,20,0.27299608774545975
mX,4,5,2,NA,04.03.2025,NA,73.26112313612313,20,0.27299608774545975
mX,4,5,3,NA,04.03.2025,NA,73.26112313612313,37.5,0.511867664522737
mX,4,5,4,NA,04.03.2025,NA,73.26112313612313,30,0.4094941316181896
mX,4,5,5,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,6,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,4,5,7,NA,04.03.2025,NA,73.26112313612313,11.11111111111111,0.15166449319192207
mX,4,5,8,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,4,5,9,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,4,5,10,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,11,NA,04.03.2025,NA,73.26112313612313,33.33333333333333,0.45499347957576614
mX,4,5,12,NA,04.03.2025,NA,73.26112313612313,66.66666666666666,0.9099869591515323
mX,4,5,13,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,14,NA,04.03.2025,NA,73.26112313612313,88.88888888888889,1.2133159455353766
mX,4,5,15,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,16,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,17,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,4,5,18,NA,04.03.2025,NA,73.26112313612313,30,0.4094941316181896
mX,4,5,19,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,20,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,4,5,21,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,4,5,22,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,4,5,23,NA,04.03.2025,NA,73.26112313612313,0,0
mX,4,5,24,NA,04.03.2025,NA,73.26112313612313,60,0.8189882632363792
mX,4,5,25,NA,04.03.2025,NA,73.26112313612313,20,0.27299608774545975
mX,4,5,26,NA,04.03.2025,NA,73.26112313612313,70,0.9554863071091091
mX,4,5,27,NA,04.03.2025,NA,73.26112313612313,50,0.6824902193636493
mX,4,5,28,NA,04.03.2025,NA,73.26112313612313,62.5,0.8531127742045617
mX,4,5,29,NA,04.03.2025,NA,73.26112313612313,40,0.5459921754909195
mX,4,5,30,NA,04.03.2025,NA,73.26112313612313,42.857142857142854,0.5849916165974136
mX,4,6,1,6.5,29.07.2025,B,85.82407407407408,90,1.0486568130326896
mX,4,6,2,6.5,29.07.2025,B,85.82407407407408,90,1.0486568130326896
mX,4,6,3,6.5,29.07.2025,B,85.82407407407408,100,1.1651742367029885
mX,4,6,4,6.5,29.07.2025,B,85.82407407407408,90,1.0486568130326896
mX,4,6,5,6.5,29.07.2025,B,85.82407407407408,88.88888888888889,1.0357104326248785
mX,4,6,6,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,4,6,7,6.5,29.07.2025,D,85.82407407407408,100,1.1651742367029885
mX,4,6,8,6.5,29.07.2025,D,85.82407407407408,40,0.46606969468119536
mX,4,6,9,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,4,6,10,6.5,29.07.2025,D,85.82407407407408,70,0.8156219656920919
mX,4,6,11,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,12,6.5,29.07.2025,C,85.82407407407408,90,1.0486568130326896
mX,4,6,13,6.5,29.07.2025,C,85.82407407407408,77.77777777777779,0.9062466285467689
mX,4,6,14,6.5,29.07.2025,C,85.82407407407408,40,0.46606969468119536
mX,4,6,15,6.5,29.07.2025,C,85.82407407407408,100,1.1651742367029885
mX,4,6,16,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,17,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,18,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,19,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,20,6.5,29.07.2025,C,85.82407407407408,80,0.9321393893623907
mX,4,6,21,6.5,29.07.2025,A,85.82407407407408,77.77777777777779,0.9062466285467689
mX,4,6,22,6.5,29.07.2025,A,85.82407407407408,40,0.46606969468119536
mX,4,6,23,6.5,29.07.2025,A,85.82407407407408,100,1.1651742367029885
mX,4,6,24,6.5,29.07.2025,A,85.82407407407408,70,0.8156219656920919
mX,4,6,25,6.5,29.07.2025,A,85.82407407407408,70,0.8156219656920919
mX,4,6,26,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,4,6,27,6.5,29.07.2025,D,85.82407407407408,80,0.9321393893623907
mX,4,6,28,6.5,29.07.2025,D,85.82407407407408,70,0.8156219656920919
mX,4,6,29,6.5,29.07.2025,D,85.82407407407408,88.88888888888889,1.0357104326248785
mX,4,6,30,6.5,29.07.2025,D,85.82407407407408,70,0.8156219656920919
mX,5,1,1,4.8,7.11.2023,D,20.20713083213083,10,0.4948748084561942
mX,5,1,2,4.8,7.11.2023,D,20.20713083213083,20,0.9897496169123884
mX,5,1,3,4.8,7.11.2023,D,20.20713083213083,22.22222222222222,1.0997217965693205
mX,5,1,4,4.8,7.11.2023,D,20.20713083213083,11.11111111111111,0.5498608982846602
mX,5,1,5,4.8,7.11.2023,D,20.20713083213083,10,0.4948748084561942
mX,5,1,6,4.8,7.11.2023,C,20.20713083213083,40,1.9794992338247768
mX,5,1,7,4.8,7.11.2023,C,20.20713083213083,10,0.4948748084561942
mX,5,1,8,4.8,7.11.2023,C,20.20713083213083,0,0
mX,5,1,9,4.8,7.11.2023,C,20.20713083213083,44.44444444444444,2.199443593138641
mX,5,1,10,4.8,7.11.2023,C,20.20713083213083,22.22222222222222,1.0997217965693205
mX,5,1,11,4.8,7.11.2023,A,20.20713083213083,33.33333333333333,1.6495826948539805
mX,5,1,12,4.8,7.11.2023,A,20.20713083213083,40,1.9794992338247768
mX,5,1,13,4.8,7.11.2023,A,20.20713083213083,30,1.4846244253685825
mX,5,1,14,4.8,7.11.2023,A,20.20713083213083,20,0.9897496169123884
mX,5,1,15,4.8,7.11.2023,A,20.20713083213083,20,0.9897496169123884
mX,5,1,16,4.8,7.11.2023,B,20.20713083213083,33.33333333333333,1.6495826948539805
mX,5,1,17,4.8,7.11.2023,B,20.20713083213083,30,1.4846244253685825
mX,5,1,18,4.8,7.11.2023,B,20.20713083213083,0,0
